hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference,link,sentiment,prob
"Un joven gitano con discapacidad psíquica y una ayudante de la FSG fueron a hacer un trámite al Juzgado. La administración pública asturiana había retirado la obligación de acudir con cita previa, por lo que ambos acudieron sin cita. Una de las funcionarias les trató de malas formas gritándoles “fuera, fuera” para que se fueran por no tener programada una cita. Se produjo una situación violenta mientras la colaboradora de la FSG explicaba por qué fueron sin cita, pero la funcionaria siguió contradiciendo en tono agresivo. La colaboradora se disculpó por no tener cita, pero manifestó que no se habían sentido bien atendidos.","Tras hablar con ella y recoger los datos de su versión de lo ocurrido, investigamos con quién tenemos que ponernos en contacto para cursar quejas si el otro afectado quisiese interponerla.",Se decidió no llevar a cabo ninguna actuación hasta que estuviera solucionado el tramite que necesitaba el joven. ,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Asturias,Otros,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/asturias-otros-discriminaci%C3%B3n-directa-e-interseccional,NEU,0.7605932354927063
"Un joven gitano se sintió discriminado a causa de su etnia por parte de su ex pareja y su abogada durante el proceso de divorcio. Relató que la ex mujer incidió en su identidad étnica como gitano para perjudicarle, por ejemplo, comentó ante el juez que “los gitanos no toleraban el divorcio” y que “tenía que tener cuidado porque pertenecía a un clan”. ",Tras el análisis de las declaraciones de la expareja en el juicio se comprueba que existió una mención a la etnia tal como afirmó el usuario. El hombre estaba asesorado por una asociación y estaba abierta la incidencia en el Ilustre Colegio de Abogacía. ,El hombre estaba asesorado por otra entidad y pendiente de resolución. ,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Málaga,Otros,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/m%C3%A1laga-otros-discriminaci%C3%B3n-directa-6,NEU,0.8421220183372498
"Una mujer no gitana acusó a una mujer gitana de maltrato animal, hubo cruzada de malas palabras entre las que se encontraban comentarios estereotipados antigitanos como: “no tienes educación porque todos los gitanos sois así”, “gitana de mierda”... La mujer gitana denunció la situación y además se indicó que en una ocasión llamó a la policía local ya que la vecina tuvo intención de agredirla.","La víctima remitió copia de la denuncia presentada y se realizó una entrevista telefónica sobre lo ocurrido. Ante la denuncia cruzada que interpuso también la otra mujer, se le asesoró sobre las posibles vías de actuación.","Como hubo denuncias cruzadas, ambas retiraron las denuncias y se archivó el caso. ",2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Ávila,Otros,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/%C3%A1vila-otros-discriminaci%C3%B3n-directa,NEU,0.8563439846038818
"El ayuntamiento de un municipio sacó una convocatoria para solicitar dependencias municipales para impartir talleres relacionados con la actividad cultural (baile, cerámica, pintura, fotografía, teatro). Al día siguiente un hombre gitano formalizó la solicitud, para impartir taller de flamenco. Le contestó la técnica del Ayto. que no tenían dependencias disponibles.  El hombre se puso en contacto con la FSG para denunciar los hechos ya que sostiene que no le ceden el local municipal porque saben que es gitano. Además, no le contestaron hasta que finalizó el plazo de solicitud. ","Esperamos a que pase el plazo de asignación de espacios municipales para ponernos en contacto con el hombre. Éste cuenta que desde la delegación de cultura y fiestas se pusieron en contacto con él para ofrecerle la posibilidad de impartir una vez a la semana clases de flamenco en el polideportivo de la localidad, aunque esta opción tendría que compartirla con otra monitora que da allí clases de sevillanas. El hombre está seguro que esto es un trato desigual porque a otras personas no gitanas se les han facilitado espacios municipales para impartir sus talleres, mientras que, al hombre se le ha negado esta oportunidad o en el mejor de los casos le pusieron muchas dificultades para acceder a dichos espacios.  Se envió una carta a la Delegación de Festejos en el que se explicó la situación del hombre. ",La respuesta no considero que hubiera un trato desigual o discriminatorio en la asignación de espacios. Haremos seguimiento del caso y de las siguientes publicaciones de ofertas. ,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Cádiz,Otros,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/c%C3%A1diz-otros-discriminaci%C3%B3n-directa-1,NEU,0.7533580660820007
Un trabajador de la FSG escuchó que una persona que estaba ejerciendo como guía turístico comentaba a los/as turistas que el barrio es una zona problemática porque viven muchos gitanos y hay mucha delincuencia. ,Se envió una carta al Ayuntamiento de Cádiz informando de lo sucedido y solicitando que tomaran medidas. ,"Positivo. El Ayuntamiento de Cádiz contestó agradeciendo la información. También trasladó que estarían más atentos, aunque este tipo de guías no forman parte de la plantilla del Ayuntamiento y por lo tanto no tienen competencias. ",2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Cádiz,Otros,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/c%C3%A1diz-otros-discriminaci%C3%B3n-directa-0,NEG,0.4891921281814575
"Un hombre gitano acudió a una empresa de venta de chatarra. Al entrar al establecimiento la mujer encargada le dijo con un tono elevado y muy hostil que se fuera, “que no quiere atender a gitanos”. Él le preguntó por qué, a lo que respondió que ya había tenido muchos “líos” con gitanos. Tras la contestación y decirle que no debe actuar así ya que no todos los gitanos son iguales le solicitó una hoja de reclamaciones. En ese momento la mujer cambió su actitud, le pidió disculpas y le atendió.","El hombre intentó mediar y dar a entender a la mujer que el trato que recibió fue discriminatorio y no debió de haberse producido. Finalmente, como quedó contento con la disculpa y pretendía volver (ya que es de las pocas empresas que se dedica a esto por su zona) decidió no interponer la hoja de reclamaciones. ",Positivo. ,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Segovia,Otros,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/segovia-otros-discriminaci%C3%B3n-directa,NEU,0.5300057530403137
"Una mujer gitana recibía comentarios de una vecina como: “qué mala gente que son los gitanos” en reiteradas ocasiones desde que se mudaron a la casa. La vecina llamó en numerosas ocasiones a la Policía Local sin motivo aparente. Un agente de la policía local es amigo de la vecina, por lo que acudía a su llamada personándose en la casa de la víctima, incluso haciendo registros en la vivienda, insinuando que tenían droga y que se dedicaban a negocios ilegales.","La madre de la víctima y otra vecina han sido testigos los hechos en varias ocasiones, pero deciden no dar su versión para evitar conflictos. Se asesoró a la víctima sobre las distintas vías de actuación a tomar, pero decidió no seguir adelante porque ha hablado con la vecina y actualmente ya no hay acoso ni conflictos.",Positivo. La mujer dejo de recibir insultos antigitanos por parte de su vecina. ,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Granada,Otros,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/granada-otros-discriminaci%C3%B3n-directa-9,NEU,0.6638109087944031
"En una discoteca un grupo de hombres comenzó a insultar a un hombre gitano con frases como: “encima de maricón, eres gitano”, intentaron pegarle a él y a sus dos amigos que le acompañaban; la reacción de ellos fue salir corriendo de la zona. Tuvo otro episodio similar, pero no supo cómo actuar ante esta situación. ",El joven se encontraba muy afectado por la situación. Desde el Servicio de Asistencia a Víctimas de Discriminación de la FSG se acompañó al joven en la tramitación de apoyo psicológico. Se le informó de su derecho a no sufrir ningún tipo de violencia por su condición étnica y/o por su orientación sexual. ,El joven no ha tenido más agresiones por parte de estos chicos y conoce sus derechos y cómo ejercerlos. ,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Huelva,Otros,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/huelva-otros-discriminaci%C3%B3n-directa-e-interseccional,NEU,0.6080702543258667
"Se recibió una llamada en la oficina de Badajoz de la FSG de un hombre que denunció unos hechos ocurridos en un pueblo. Esa madrugada se produjo un incendio intencionado por el lanzamiento de un artefacto incendiario, en un asentamiento provisional en el que se encontraban 18 personas, niños incluidos, de una misma familia gitana de nacionalidad portuguesa. La persona anónima que hizo la llamada a la FSG dijo que estos hechos tan graves no habían tenido ninguna repercusión mediática y le preocupaba que no se fuesen a tomar medidas al respecto.  Afortunadamente, uno de los hombres de la familia se encontraba despierto y pudo apagar el fuego. En la entrevista nos dijo que en el coche vinieron dos hombres y uno de ellos bajo y mientras tiraba el artefacto incendiario gritaba: “Os voy a matar a todos, a vuestros hijos también”, “Os voy a quemar a todos”. ","Teniendo en cuenta la gravedad de los hechos y de manera inmediata, desde la FSG se llevaron a cabo las siguientes actuaciones:  - Se llamó por teléfono al fiscal de delitos de odio para informarle de los hechos y solicitar que se abrieran diligencias de investigación.  - Contactamos con el Comandante Jefe de Operaciones para saber si tenían conocimiento de los hechos y solicitarles que lo investigaran como un posible delito de odio antigitano y xenófobo.  - Formulamos un escrito de denuncia a la fiscalía de delitos de odio.  - Contactamos con la Unidad Orgánica de la Policía Judicial para solicitar información sobre los hechos.  - Localizamos a las víctimas y las entrevistamos para conocer detalladamente los hechos.  - Se interpuso ampliación de denuncia ante la fiscalía de delitos de odio.  - Al tratarse de unos hechos tan graves y de unas víctimas en situación de vulnerabilidad, decidimos personarnos en el procedimiento con una abogada experta en derecho penal y antidiscriminatorio.",El caso se encuentra en investigación. Pendiente de resolución por el Juzgado de Instrucción. ,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Badajoz,Otros,Discriminación interseccional,,https://informesdiscriminacion.gitanos.org/casos/badajoz-otros-delito-de-odio-e-interseccional,NEU,0.8324753046035767
"En una urbanización había un cartel en el que se alertaba a los vecinos de la presencia de okupas y ladrones en la zona. Concretamente el cartel decía:  Estimados vecinos OKUPAS Y LADRONES MERODEAN NUESTRO BARRIO Desde el Ayuntamiento y Policía nos han informado que el “El Clan de los Cádiz” están en Cuenca y se han fijado en nuestro barrio La policía local y secreta están muy pendientes, pero informan que es MUY IMPORTANTE si veis movimiento de personas de Etnia Gitana por el barrio avisar a Policía Nacional inmediatamente ya que quieren ocupar las viviendas o robar. Estar pendientes de marcas en las puertas y cosas así.","Una vez se pudo contactar las principales fuentes informadoras, nos pusimos en contacto a través de correo electrónico con el Ayuntamiento de Cuenca, Policía Local, Concejala de Servicios sociales, Igualdad y Cooperación y así como con la Concejala de Régimen Interno, para informar del contenido del cartel discriminatorio y de que podía incitar al odio hacia las personas gitanas de la zona.  Tras el envío del correo electrónico se puso en contacto con la FSG la Concejala de Servicios sociales, Igualdad y Cooperación, quien nos trasladó que desde el Ayuntamiento no habían participado en la difusión de aquellos carteles y que enviarían inmediatamente una carta a las comunidades de propietarios solicitando la retirada de aquellos carteles. ",Positivo. Desde el Ayuntamiento nos enviaron un correo electrónico informando de que tomaban nota de lo ocurrido y que trasladarían toda la información al resto de instituciones. ,2021-01-01T00:00:00+01:00,2021-01-01T00:00:00+01:00,Cuenca,Otros,Discriminación directa,,https://informesdiscriminacion.gitanos.org/casos/cuenca-otros-discriminaci%C3%B3n-directa-4,NEU,0.7899870872497559
